iter,train_elbo,valid_rmse
1,-523.3671875,0.24135681986808777
100,-493.7914733886719,0.1702122688293457
200,-466.65130615234375,0.1569986194372177
300,-439.9617919921875,0.15913787484169006
400,-413.25335693359375,0.15709128975868225
500,-387.2082214355469,0.1586340218782425
600,-361.47576904296875,0.15400813519954681
700,-335.96221923828125,0.15560802817344666
800,-310.8702392578125,0.1579529494047165
900,-286.47613525390625,0.16456212103366852
1000,-262.4645080566406,0.1586443930864334
1100,-239.2117462158203,0.16685925424098969
1200,-216.68768310546875,0.16948646306991577
1300,-194.9252166748047,0.1750166416168213
1400,-174.1975555419922,0.17906007170677185
1500,-154.73863220214844,0.1817321628332138
1600,-135.89212036132812,0.18665702641010284
1700,-117.97782135009766,0.1913924664258957
1800,-101.82879638671875,0.19791272282600403
1900,-87.1051254272461,0.2036442905664444
2000,-73.44413757324219,0.20844249427318573
