iter,train_elbo,valid_rmse
1,-138075.984375,0.5321735143661499
100,-134370.203125,0.41547390818595886
200,-130636.9140625,0.22541961073875427
300,-126929.4453125,0.22370396554470062
400,-123238.1953125,0.1873122751712799
500,-119571.0078125,0.1906408667564392
600,-115925.3984375,0.18249885737895966
700,-112300.59375,0.2046835571527481
800,-108699.140625,0.19952432811260223
900,-105124.109375,0.19278419017791748
1000,-101590.6171875,0.2057381421327591
1100,-98079.15625,0.20250874757766724
1200,-94608.375,0.1896561235189438
1300,-91168.7265625,0.19356660544872284
1400,-87770.296875,0.22305497527122498
1500,-84417.140625,0.21783064305782318
1600,-81109.4296875,0.248997300863266
1700,-77849.34375,0.2736000716686249
1800,-74639.703125,0.2938336730003357
1900,-71491.7265625,0.3233022391796112
2000,-68395.84375,0.33432942628860474
