iter,train_elbo,valid_rmse
1,-69021.8984375,0.26819518208503723
100,-67178.5390625,0.16204415261745453
200,-65311.05078125,0.1606513410806656
300,-63449.92578125,0.16488631069660187
400,-61617.21484375,0.15875571966171265
500,-59775.62109375,0.161736860871315
600,-57950.79296875,0.16161318123340607
700,-56146.12109375,0.16827654838562012
800,-54344.20703125,0.17174279689788818
900,-52554.63671875,0.17827540636062622
1000,-50793.1484375,0.1768273413181305
1100,-49034.85546875,0.1856376677751541
1200,-47295.02734375,0.183035209774971
1300,-45577.14453125,0.19753310084342957
1400,-43882.60546875,0.19470694661140442
1500,-42211.39453125,0.19588515162467957
1600,-40544.3984375,0.2029983401298523
1700,-38920.38671875,0.2095053642988205
1800,-37323.8984375,0.2130204141139984
1900,-35741.3359375,0.21428033709526062
2000,-34192.921875,0.22583937644958496
