iter,train_elbo,valid_rmse
1,-1379.5445556640625,0.2327103614807129
100,-1351.7283935546875,0.17151722311973572
200,-1323.8016357421875,0.1607547551393509
300,-1296.0428466796875,0.1627432107925415
400,-1268.40234375,0.16170839965343475
500,-1240.9405517578125,0.15909495949745178
600,-1213.6357421875,0.15548428893089294
700,-1186.470458984375,0.15684807300567627
800,-1159.4761962890625,0.15891055762767792
900,-1132.68212890625,0.16450293362140656
1000,-1106.179931640625,0.15937188267707825
1100,-1079.830322265625,0.1600070595741272
1200,-1053.7725830078125,0.16239994764328003
1300,-1027.9306640625,0.16517527401447296
1400,-1002.3771362304688,0.16736528277397156
1500,-977.1416015625,0.16979721188545227
1600,-952.2230834960938,0.16976071894168854
1700,-927.6287841796875,0.17159824073314667
1800,-903.3751220703125,0.1755874902009964
1900,-879.5440673828125,0.17570462822914124
2000,-856.0673828125,0.17804758250713348
