iter,train_elbo,valid_rmse
1,-520.1761474609375,0.23410066962242126
100,-491.8919372558594,0.17188102006912231
200,-464.37109375,0.17092564702033997
300,-437.195068359375,0.18133069574832916
400,-410.1300048828125,0.17711925506591797
500,-383.5902404785156,0.1836739480495453
600,-357.3414306640625,0.1857454627752304
700,-331.47503662109375,0.19685621559619904
800,-306.04150390625,0.20570668578147888
900,-281.1911315917969,0.20715196430683136
1000,-256.95660400390625,0.20873963832855225
1100,-233.3807373046875,0.2228613793849945
1200,-210.54872131347656,0.23109720647335052
1300,-188.5132598876953,0.23461006581783295
1400,-167.4996795654297,0.24316802620887756
1500,-147.6355438232422,0.24373799562454224
1600,-128.71409606933594,0.25680530071258545
1700,-110.96137237548828,0.2610633671283722
1800,-94.67848205566406,0.25995758175849915
1900,-79.80596923828125,0.26331666111946106
2000,-66.24365234375,0.26960253715515137
