iter,train_elbo,valid_rmse
1,-537.1962280273438,0.22762079536914825
100,-498.89654541015625,0.15950967371463776
200,-472.4251403808594,0.15724125504493713
300,-447.0199890136719,0.15990975499153137
400,-421.1849365234375,0.15569424629211426
500,-395.9733581542969,0.1555892378091812
600,-370.9900817871094,0.1567128747701645
700,-346.1116638183594,0.15580996870994568
800,-321.6726379394531,0.15653030574321747
900,-297.6472473144531,0.15613991022109985
1000,-274.3211975097656,0.15546171367168427
1100,-251.41574096679688,0.15826664865016937
1200,-229.08038330078125,0.15877844393253326
1300,-207.71902465820312,0.1581737995147705
1400,-186.91876220703125,0.15999886393547058
1500,-167.50494384765625,0.15886621177196503
1600,-148.55499267578125,0.15912017226219177
1700,-130.6466827392578,0.16161398589611053
1800,-114.3775863647461,0.1680351048707962
1900,-99.18534088134766,0.16804473102092743
2000,-85.12019348144531,0.1667424738407135
