iter,train_elbo,valid_rmse
1,-276102.375,0.522733211517334
100,-268758.09375,0.42906585335731506
200,-261312.546875,0.34869205951690674
300,-253873.796875,0.25863295793533325
400,-246564.203125,0.21420395374298096
500,-239207.125,0.18419574201107025
600,-231924.203125,0.17697906494140625
700,-224716.578125,0.17920012772083282
800,-217516.953125,0.16818232834339142
900,-210366.859375,0.17686524987220764
1000,-203333.09375,0.1571817696094513
1100,-196307.9375,0.17908908426761627
1200,-189358.015625,0.1560770869255066
1300,-182493.125,0.171747624874115
1400,-175725.109375,0.1568772792816162
1500,-169043.546875,0.19545285403728485
1600,-162386.703125,0.19796398282051086
1700,-155895.75,0.19479772448539734
1800,-149515.671875,0.22275952994823456
1900,-143191.109375,0.20372618734836578
2000,-137002.890625,0.2829033136367798
