iter,train_elbo,valid_rmse
1,-1379.65625,0.22385071218013763
100,-1351.013916015625,0.15847308933734894
200,-1323.01025390625,0.15668253600597382
300,-1295.250732421875,0.15815550088882446
400,-1267.589599609375,0.1530529111623764
500,-1240.1181640625,0.15302282571792603
600,-1212.81787109375,0.15159882605075836
700,-1185.647705078125,0.15173985064029694
800,-1158.654296875,0.15078791975975037
900,-1131.857666015625,0.14985018968582153
1000,-1105.363525390625,0.1508466899394989
1100,-1079.013671875,0.15150898694992065
1200,-1052.9532470703125,0.15120850503444672
1300,-1027.12255859375,0.1503629982471466
1400,-1001.5662231445312,0.15194205939769745
1500,-976.3360595703125,0.15070916712284088
1600,-951.4146728515625,0.15212464332580566
1700,-926.8204345703125,0.15192611515522003
1800,-902.5748901367188,0.15437372028827667
1900,-878.7555541992188,0.15392550826072693
2000,-855.2720947265625,0.15450777113437653
