iter,train_elbo,valid_rmse
1,-1379.5308837890625,0.22385437786579132
100,-1351.71044921875,0.1594889611005783
200,-1323.783935546875,0.15869878232479095
300,-1296.0313720703125,0.16074396669864655
400,-1268.3963623046875,0.15733011066913605
500,-1240.9288330078125,0.15582430362701416
600,-1213.6256103515625,0.15754398703575134
700,-1186.464599609375,0.15898221731185913
800,-1159.468994140625,0.15981516242027283
900,-1132.67138671875,0.15808705985546112
1000,-1106.1737060546875,0.15810418128967285
1100,-1079.8228759765625,0.15924645960330963
1200,-1053.76171875,0.15928500890731812
1300,-1027.923828125,0.15984907746315002
1400,-1002.3673095703125,0.16009736061096191
1500,-977.1273803710938,0.16010379791259766
1600,-952.2066040039062,0.16107475757598877
1700,-927.613037109375,0.16350223124027252
1800,-903.3602905273438,0.1670421063899994
1900,-879.5299682617188,0.16697503626346588
2000,-856.0471801757812,0.1678163856267929
