iter,train_elbo,valid_rmse
1,-520.1968383789062,0.22757330536842346
100,-491.8526916503906,0.17181676626205444
200,-464.32318115234375,0.1791665405035019
300,-437.1285095214844,0.18907050788402557
400,-410.07281494140625,0.18572013080120087
500,-383.5068664550781,0.19003872573375702
600,-357.24273681640625,0.1898769736289978
700,-331.34967041015625,0.20386385917663574
800,-305.96551513671875,0.21288244426250458
900,-281.07000732421875,0.21616555750370026
1000,-256.8192138671875,0.21312163770198822
1100,-233.23370361328125,0.2277527004480362
1200,-210.4219512939453,0.23658332228660583
1300,-188.39935302734375,0.23854932188987732
1400,-167.33920288085938,0.2482900172472
1500,-147.46424865722656,0.2481023371219635
1600,-128.55226135253906,0.2651563882827759
1700,-110.7830810546875,0.2668555974960327
1800,-94.48233032226562,0.26723513007164
1900,-79.60233306884766,0.268494576215744
2000,-66.02294921875,0.27621713280677795
