iter,train_elbo,valid_rmse
1,-138066.796875,0.5217927694320679
100,-134398.25,0.4136006236076355
200,-130686.0859375,0.3189728558063507
300,-126977.4609375,0.2464282065629959
400,-123325.0546875,0.18037937581539154
500,-119651.0,0.17535509169101715
600,-116013.125,0.19835425913333893
700,-112414.6796875,0.17075815796852112
800,-108819.2890625,0.1731310486793518
900,-105250.375,0.17485497891902924
1000,-101735.1640625,0.14943788945674896
1100,-98226.296875,0.16447308659553528
1200,-94753.234375,0.16668307781219482
1300,-91324.9296875,0.1513545662164688
1400,-87941.9296875,0.19677115976810455
1500,-84604.1015625,0.1874384731054306
1600,-81274.9140625,0.18656960129737854
1700,-78031.203125,0.22413785755634308
1800,-74841.546875,0.19427993893623352
1900,-71680.328125,0.21580563485622406
2000,-68587.015625,0.24342918395996094
