iter,train_elbo,valid_rmse
1,-718.1016235351562,0.23407118022441864
100,-690.368408203125,0.17678575217723846
200,-662.5474243164062,0.18054628372192383
300,-634.9398193359375,0.19408254325389862
400,-607.4475708007812,0.1887163668870926
500,-580.2185668945312,0.197628453373909
600,-553.1695556640625,0.19828759133815765
700,-526.3462524414062,0.2153407782316208
800,-499.6936950683594,0.2198045253753662
900,-473.4024353027344,0.2216159850358963
1000,-447.48394775390625,0.22237925231456757
1100,-421.8395080566406,0.23300497233867645
1200,-396.5802917480469,0.2441789209842682
1300,-371.7123107910156,0.2498449981212616
1400,-347.3678894042969,0.2566683292388916
1500,-323.54412841796875,0.25833457708358765
1600,-300.2404479980469,0.2716563642024994
1700,-277.5378723144531,0.27337202429771423
1800,-255.52352905273438,0.273573637008667
1900,-234.2662811279297,0.2784416377544403
2000,-213.74330139160156,0.283464640378952
