iter,train_elbo,valid_rmse
1,-1033.7408447265625,0.23270538449287415
100,-1005.15771484375,0.17066524922847748
200,-977.1781005859375,0.15976880490779877
300,-949.418701171875,0.16042351722717285
400,-921.7442016601562,0.1581251621246338
500,-894.3334350585938,0.1566106677055359
600,-867.0714721679688,0.15366366505622864
700,-839.9243774414062,0.15403179824352264
800,-812.9847412109375,0.15443271398544312
900,-786.269287109375,0.15759319067001343
1000,-759.8133544921875,0.1546531766653061
1100,-733.5464477539062,0.15928445756435394
1200,-707.5873413085938,0.15802320837974548
1300,-681.8596801757812,0.1616802215576172
1400,-656.4605102539062,0.16150492429733276
1500,-631.4087524414062,0.16391824185848236
1600,-606.6651611328125,0.16572977602481842
1700,-582.2593383789062,0.1688958704471588
1800,-558.2728881835938,0.16826103627681732
1900,-534.7523193359375,0.17074181139469147
2000,-511.6222839355469,0.17337627708911896
