iter,train_elbo,valid_rmse
1,-520.0103759765625,0.2326861172914505
100,-492.4760437011719,0.210611954331398
200,-464.97015380859375,0.21766239404678345
300,-437.74609375,0.23713982105255127
400,-410.7760925292969,0.24028201401233673
500,-384.1519470214844,0.2444349229335785
600,-357.90179443359375,0.23733273148536682
700,-332.0118408203125,0.2578330934047699
800,-306.5846862792969,0.265830934047699
900,-281.6871032714844,0.2768896818161011
1000,-257.4405517578125,0.2674274444580078
1100,-233.82435607910156,0.27337753772735596
1200,-211.00387573242188,0.2785457968711853
1300,-188.988525390625,0.28370484709739685
1400,-167.92779541015625,0.28297480940818787
1500,-147.93307495117188,0.2823142111301422
1600,-129.04324340820312,0.292603462934494
1700,-111.34679412841797,0.29066362977027893
1800,-94.98103332519531,0.2947090268135071
1900,-80.06232452392578,0.2932567894458771
2000,-66.50856018066406,0.297384113073349
