iter,train_elbo,valid_rmse
1,-276075.84375,0.2762167155742645
100,-268714.1875,0.16705507040023804
200,-261243.703125,0.1653875857591629
300,-253798.0,0.16528388857841492
400,-246468.375,0.16586309671401978
500,-239101.171875,0.17087729275226593
600,-231800.328125,0.1669410914182663
700,-224582.609375,0.18262562155723572
800,-217372.703125,0.18151912093162537
900,-210214.703125,0.19968679547309875
1000,-203168.78125,0.1981392800807953
1100,-196133.640625,0.21041752398014069
1200,-189174.625,0.21263432502746582
1300,-182301.984375,0.23361928761005402
1400,-175524.046875,0.23828661441802979
1500,-168836.65625,0.24290131032466888
1600,-162170.453125,0.2517770230770111
1700,-155673.484375,0.2567436695098877
1800,-149285.984375,0.2647354006767273
1900,-142953.828125,0.269201397895813
2000,-136761.40625,0.2796899974346161
