iter,train_elbo,valid_rmse
1,-718.2986450195312,0.22759081423282623
100,-689.7110595703125,0.16521963477134705
200,-661.8662109375,0.16369903087615967
300,-634.2526245117188,0.1691916286945343
400,-606.7022094726562,0.16431362926959991
500,-579.481689453125,0.16678695380687714
600,-552.4389038085938,0.16561591625213623
700,-525.590087890625,0.1689663827419281
800,-499.0241394042969,0.17409265041351318
900,-472.7118225097656,0.1733981966972351
1000,-446.7918395996094,0.17048828303813934
1100,-421.1478271484375,0.1814447045326233
1200,-395.93865966796875,0.18459506332874298
1300,-371.0900573730469,0.1895609200000763
1400,-346.7265625,0.19655218720436096
1500,-322.97705078125,0.19753310084342957
1600,-299.6581726074219,0.20739567279815674
1700,-276.9295349121094,0.21630941331386566
1800,-254.95350646972656,0.2211756557226181
1900,-233.71316528320312,0.2220812886953354
2000,-213.18519592285156,0.2330569624900818
