iter,train_elbo,valid_rmse
1,-736.40380859375,0.2341364473104477
100,-699.7298583984375,0.1637493073940277
200,-675.5848388671875,0.15663188695907593
300,-651.541015625,0.16045710444450378
400,-625.849365234375,0.15584903955459595
500,-601.5824584960938,0.15510530769824982
600,-577.138671875,0.1548956036567688
700,-552.2417602539062,0.15480220317840576
800,-528.034423828125,0.15666498243808746
900,-503.6517333984375,0.15535153448581696
1000,-479.5762634277344,0.15406444668769836
1100,-455.66510009765625,0.15344256162643433
1200,-432.0040283203125,0.15411408245563507
1300,-408.5613708496094,0.15516528487205505
1400,-385.72576904296875,0.15468619763851166
1500,-363.6765441894531,0.15541788935661316
1600,-341.4054260253906,0.1551845520734787
1700,-319.5796813964844,0.15785986185073853
1800,-298.9677429199219,0.15874870121479034
1900,-278.76702880859375,0.1578429639339447
2000,-259.0657043457031,0.15921643376350403
