iter,train_elbo,valid_rmse
1,-736.8326416015625,0.23270782828330994
100,-700.6828002929688,0.16932958364486694
200,-675.7908935546875,0.15770995616912842
300,-651.2454833984375,0.1581697314977646
400,-625.9541625976562,0.1557469218969345
500,-601.770751953125,0.15191778540611267
600,-577.3075561523438,0.1502075344324112
700,-552.4005126953125,0.1487448811531067
800,-527.9912109375,0.1500624716281891
900,-504.1116638183594,0.15500102937221527
1000,-479.69476318359375,0.1509985476732254
1100,-455.7476806640625,0.15506233274936676
1200,-432.2377624511719,0.15403412282466888
1300,-408.896484375,0.15591810643672943
1400,-386.29248046875,0.15604715049266815
1500,-364.15814208984375,0.15766768157482147
1600,-342.0523681640625,0.15844589471817017
1700,-320.17987060546875,0.16151925921440125
1800,-299.4169006347656,0.16378960013389587
1900,-279.4123229980469,0.1629517525434494
2000,-260.0135498046875,0.1629713624715805
