iter,train_hvm_elbo,valid_rmse
1,-52856.5625,0.3391338288784027
10,-52738.9765625,0.345780611038208
20,-52882.0546875,0.33749064803123474
30,-52842.0234375,0.37249377369880676
40,-52816.4453125,0.3690137267112732
50,-52606.15625,0.3733902871608734
60,-52841.7578125,0.3933601379394531
70,-52837.125,0.327623575925827
80,-52730.1953125,0.37137603759765625
90,-52853.375,0.3526562750339508
100,-52731.8828125,0.36670950055122375
