iter,train_elbo,valid_rmse
1,-276117.8125,0.5177233219146729
100,-268736.15625,0.4353545308113098
200,-261274.15625,0.33413630723953247
300,-253853.25,0.2572452127933502
400,-246494.046875,0.18557775020599365
500,-239147.078125,0.17378264665603638
600,-231862.875,0.16861285269260406
700,-224616.875,0.16203197836875916
800,-217408.421875,0.16850006580352783
900,-210275.625,0.17494246363639832
1000,-203207.90625,0.16701139509677887
1100,-196190.609375,0.1788736879825592
1200,-189249.359375,0.18012216687202454
1300,-182358.65625,0.17300686240196228
1400,-175560.28125,0.18213766813278198
1500,-168854.0,0.19867604970932007
1600,-162244.25,0.21915768086910248
1700,-155730.9375,0.234133780002594
1800,-149318.9375,0.2451532483100891
1900,-143021.5,0.2649516463279724
2000,-136832.234375,0.25855883955955505
