iter,train_elbo,valid_rmse
1,-520.2088012695312,0.23268084228038788
100,-491.9581604003906,0.1760818362236023
200,-464.39471435546875,0.17010749876499176
300,-437.17138671875,0.17787489295005798
400,-410.14459228515625,0.17961445450782776
500,-383.5654602050781,0.1832679957151413
600,-357.37213134765625,0.17514778673648834
700,-331.45892333984375,0.1871354579925537
800,-306.0661315917969,0.19785664975643158
900,-281.2038879394531,0.21377220749855042
1000,-256.92303466796875,0.20182327926158905
1100,-233.3359832763672,0.21989591419696808
1200,-210.55149841308594,0.2277957648038864
1300,-188.5496368408203,0.2332978993654251
1400,-167.52825927734375,0.23970578610897064
1500,-147.67039489746094,0.24550005793571472
1600,-128.7473907470703,0.25899407267570496
1700,-110.94853973388672,0.26256924867630005
1800,-94.61946105957031,0.261033296585083
1900,-79.80817413330078,0.26488250494003296
2000,-66.23664093017578,0.26874813437461853
