iter,train_elbo,valid_rmse
1,-34512.6015625,0.26327845454216003
100,-33589.265625,0.15579472482204437
200,-32655.349609375,0.15359526872634888
300,-31724.818359375,0.1612861305475235
400,-30808.576171875,0.15999366343021393
500,-29887.630859375,0.1556357592344284
600,-28975.349609375,0.16065716743469238
700,-28073.115234375,0.16783630847930908
800,-27171.974609375,0.1630726456642151
900,-26277.384765625,0.16534866392612457
1000,-25396.857421875,0.1661761850118637
1100,-24517.478515625,0.1702641099691391
1200,-23647.59765625,0.17150375247001648
1300,-22788.771484375,0.17816920578479767
1400,-21941.685546875,0.18123674392700195
1500,-21105.947265625,0.18284371495246887
1600,-20272.42578125,0.18470753729343414
1700,-19460.40625,0.18969324231147766
1800,-18662.130859375,0.19073210656642914
1900,-17870.810546875,0.19285307824611664
2000,-17096.685546875,0.20634175837039948
