iter,train_elbo,valid_rmse
1,-1396.73046875,0.22761857509613037
100,-1358.0504150390625,0.1589435338973999
200,-1331.0814208984375,0.15559789538383484
300,-1305.0267333984375,0.15843570232391357
400,-1278.575927734375,0.15330438315868378
500,-1252.453369140625,0.15216019749641418
600,-1226.3687744140625,0.15367154777050018
700,-1200.2481689453125,0.15281999111175537
800,-1174.2882080078125,0.15295444428920746
900,-1148.4561767578125,0.15233583748340607
1000,-1122.964599609375,0.15347526967525482
1100,-1097.462646484375,0.15413223206996918
1200,-1072.146484375,0.154920294880867
1300,-1047.2213134765625,0.15257857739925385
1400,-1022.3624267578125,0.15257085859775543
1500,-998.0771484375,0.15143942832946777
1600,-973.800048828125,0.15215834975242615
1700,-949.8139038085938,0.15395042300224304
1800,-926.4426879882812,0.15744464099407196
1900,-903.48193359375,0.15510663390159607
2000,-880.7005004882812,0.15584827959537506
