iter,train_elbo,valid_rmse
1,-1033.728515625,0.22759130597114563
100,-1005.0598754882812,0.16363956034183502
200,-977.1143798828125,0.16046342253684998
300,-949.3663330078125,0.16217003762722015
400,-921.6696166992188,0.15798549354076385
500,-894.244384765625,0.1572539508342743
600,-866.9698486328125,0.15665830671787262
700,-839.8281860351562,0.1583685725927353
800,-812.8992919921875,0.16068971157073975
900,-786.1484375,0.15867534279823303
1000,-759.7145385742188,0.15691030025482178
1100,-733.4400024414062,0.15844282507896423
1200,-707.4771118164062,0.15931527316570282
1300,-681.7368774414062,0.1603444516658783
1400,-656.3172607421875,0.1624278575181961
1500,-631.2583618164062,0.16241879761219025
1600,-606.5038452148438,0.16530241072177887
1700,-582.103271484375,0.1660700887441635
1800,-558.1181640625,0.16808457672595978
1900,-534.5783081054688,0.16844411194324493
2000,-511.42413330078125,0.17166057229042053
