iter,train_elbo,valid_rmse
1,-1033.5308837890625,0.24135681986808777
100,-1005.7421875,0.171061709523201
200,-977.818359375,0.15727488696575165
300,-950.0844116210938,0.16117070615291595
400,-922.4503784179688,0.15876805782318115
500,-895.0279541015625,0.16121453046798706
600,-867.747314453125,0.1560392677783966
700,-840.637451171875,0.16077736020088196
800,-813.6298828125,0.1640869826078415
900,-786.9114379882812,0.16704387962818146
1000,-760.4786376953125,0.16357164084911346
1100,-734.2069091796875,0.16883929073810577
1200,-708.2064208984375,0.1705676168203354
1300,-682.4507446289062,0.17464132606983185
1400,-657.0556030273438,0.17748486995697021
1500,-631.9801635742188,0.1826075166463852
1600,-607.22216796875,0.18654857575893402
1700,-582.8272705078125,0.19085974991321564
1800,-558.8292236328125,0.19386516511440277
1900,-535.2825927734375,0.1976560354232788
2000,-512.1492309570312,0.20406030118465424
