iter,train_elbo,valid_rmse
1,-718.2780151367188,0.2341364175081253
100,-689.745849609375,0.16614189743995667
200,-661.9108276367188,0.16108262538909912
300,-634.3191528320312,0.1656419038772583
400,-606.763671875,0.15936674177646637
500,-579.5577392578125,0.1621759980916977
600,-552.5338745117188,0.16350096464157104
700,-525.7084350585938,0.16579733788967133
800,-499.0901794433594,0.16936255991458893
900,-472.8124084472656,0.16971011459827423
1000,-446.90863037109375,0.16593122482299805
1100,-421.2797546386719,0.17450842261314392
1200,-396.03936767578125,0.18027812242507935
1300,-371.18572998046875,0.1841120421886444
1400,-346.85992431640625,0.19084787368774414
1500,-323.1264343261719,0.19142760336399078
1600,-299.802490234375,0.20060481131076813
1700,-277.0892028808594,0.2066105455160141
1800,-255.1371612548828,0.21290160715579987
1900,-233.90545654296875,0.21470220386981964
2000,-213.41526794433594,0.22571058571338654
