iter,train_elbo,valid_rmse
1,-34538.734375,0.5158857703208923
100,-33630.734375,0.4006589353084564
200,-32717.634765625,0.23794619739055634
300,-31795.11328125,0.20778481662273407
400,-30891.19140625,0.18217682838439941
500,-29982.109375,0.17982837557792664
600,-29080.58203125,0.18658219277858734
700,-28184.34375,0.16269992291927338
800,-27292.55078125,0.19369588792324066
900,-26405.806640625,0.16481474041938782
1000,-25532.62890625,0.15456335246562958
1100,-24659.11328125,0.1847536861896515
1200,-23794.482421875,0.1715056598186493
1300,-22941.021484375,0.16633428633213043
1400,-22098.4296875,0.16298653185367584
1500,-21267.037109375,0.18170475959777832
1600,-20436.998046875,0.19003470242023468
1700,-19629.08203125,0.18683473765850067
1800,-18832.529296875,0.1948724389076233
1900,-18044.45703125,0.21134933829307556
2000,-17271.802734375,0.21729347109794617
