iter,train_elbo,valid_rmse
1,-276124.8125,0.5359463691711426
100,-268723.0,0.4475109875202179
200,-261265.9375,0.28146225214004517
300,-253848.640625,0.20850470662117004
400,-246467.796875,0.18562032282352448
500,-239132.171875,0.1749018132686615
600,-231841.953125,0.18733279407024384
700,-224592.78125,0.1746840476989746
800,-217389.09375,0.20888279378414154
900,-210239.640625,0.1705387681722641
1000,-203172.578125,0.20197264850139618
1100,-196149.875,0.19530706107616425
1200,-189208.46875,0.195692241191864
1300,-182329.0625,0.18293970823287964
1400,-175531.875,0.22349172830581665
1500,-168824.234375,0.23579223453998566
1600,-162210.640625,0.2581169605255127
1700,-155690.640625,0.2744719088077545
1800,-149271.078125,0.2993452250957489
1900,-142974.25,0.3184419274330139
2000,-136782.84375,0.3450268507003784
