iter,train_elbo,valid_rmse
1,-34515.0625,0.23993051052093506
100,-33588.84375,0.1619507372379303
200,-32655.490234375,0.15817974507808685
300,-31727.763671875,0.16951511800289154
400,-30807.56640625,0.16408178210258484
500,-29888.9375,0.16642920672893524
600,-28978.08203125,0.1666182279586792
700,-28071.98828125,0.17277050018310547
800,-27170.75,0.1689196228981018
900,-26278.962890625,0.1690976768732071
1000,-25395.306640625,0.17471835017204285
1100,-24518.056640625,0.1764124631881714
1200,-23650.134765625,0.18180684745311737
1300,-22788.875,0.18363474309444427
1400,-21938.7265625,0.18658478558063507
1500,-21100.70703125,0.18604743480682373
1600,-20273.984375,0.19506964087486267
1700,-19459.869140625,0.19641180336475372
1800,-18658.314453125,0.20546890795230865
1900,-17871.115234375,0.21050770580768585
2000,-17097.46875,0.22138150036334991
