iter,train_elbo,valid_rmse
1,-721.4691162109375,0.24133925139904022
100,-691.611083984375,0.16943086683750153
200,-664.1005859375,0.15683454275131226
300,-636.9931640625,0.15855908393859863
400,-609.7733154296875,0.1556195318698883
500,-583.0934448242188,0.15420114994049072
600,-556.5421142578125,0.15347768366336823
700,-530.0465698242188,0.1506475806236267
800,-503.7830810546875,0.15440857410430908
900,-477.9317321777344,0.15796266496181488
1000,-452.2882385253906,0.15400652587413788
1100,-427.01715087890625,0.1578999161720276
1200,-402.1219787597656,0.15871161222457886
1300,-377.5762939453125,0.1597886085510254
1400,-353.6183776855469,0.16335844993591309
1500,-330.2992858886719,0.1656644195318222
1600,-307.2773132324219,0.16710199415683746
1700,-284.71728515625,0.1696358621120453
1800,-263.1164855957031,0.17215034365653992
1900,-242.26437377929688,0.1735219955444336
2000,-222.05636596679688,0.17433638870716095
