iter,train_elbo,valid_rmse
1,-718.10107421875,0.24132554233074188
100,-690.384521484375,0.1781652867794037
200,-662.5560913085938,0.172295942902565
300,-634.940673828125,0.1817999929189682
400,-607.45458984375,0.18110015988349915
500,-580.22216796875,0.18739548325538635
600,-553.1796875,0.18031419813632965
700,-526.3572387695312,0.19402649998664856
800,-499.7028503417969,0.20245057344436646
900,-473.41693115234375,0.2160225212574005
1000,-447.4908447265625,0.20901252329349518
1100,-421.8450012207031,0.22422274947166443
1200,-396.5926513671875,0.2306000143289566
1300,-371.7275390625,0.2359289824962616
1400,-347.3893737792969,0.24361619353294373
1500,-323.57275390625,0.25167298316955566
1600,-300.2688903808594,0.2633936107158661
1700,-277.56170654296875,0.26824966073036194
1800,-255.53985595703125,0.26420751214027405
1900,-234.29608154296875,0.26968082785606384
2000,-213.77978515625,0.27729532122612
