iter,train_elbo,valid_rmse
1,-538.5360717773438,0.22758543491363525
100,-498.9982604980469,0.1633874475955963
200,-473.15234375,0.16020777821540833
300,-447.6963195800781,0.16109831631183624
400,-421.0023193359375,0.15561836957931519
500,-396.1085205078125,0.1561945676803589
600,-371.0096435546875,0.15485438704490662
700,-345.9162902832031,0.15433122217655182
800,-321.826171875,0.156609907746315
900,-297.76959228515625,0.15593425929546356
1000,-274.3445129394531,0.1547117978334427
1100,-251.3323974609375,0.15747381746768951
1200,-229.1660919189453,0.15789684653282166
1300,-207.5829315185547,0.15973643958568573
1400,-186.92092895507812,0.16053667664527893
1500,-167.73028564453125,0.1589161455631256
1600,-148.7230987548828,0.16253939270973206
1700,-130.67434692382812,0.1638130396604538
1800,-114.52864837646484,0.16737757623195648
1900,-99.3783187866211,0.1665227711200714
2000,-85.2861099243164,0.1683189868927002
