iter,train_elbo,valid_rmse
1,-138074.859375,0.5226556658744812
100,-134371.453125,0.4057777225971222
200,-130639.359375,0.21424175798892975
300,-126933.375,0.21662040054798126
400,-123241.0859375,0.17769740521907806
500,-119576.84375,0.18086685240268707
600,-115931.078125,0.18688751757144928
700,-112309.75,0.19993388652801514
800,-108700.28125,0.19071005284786224
900,-105130.140625,0.18671591579914093
1000,-101598.0859375,0.18066923320293427
1100,-98087.4296875,0.18617497384548187
1200,-94612.9609375,0.1978795975446701
1300,-91170.9296875,0.1783733069896698
1400,-87777.2109375,0.20097044110298157
1500,-84424.890625,0.18897737562656403
1600,-81115.9375,0.21141116321086884
1700,-77856.890625,0.2252063751220703
1800,-74649.1015625,0.26086142659187317
1900,-71501.5546875,0.28306061029434204
2000,-68409.953125,0.2693096995353699
