iter,train_elbo,valid_rmse
1,-1379.705810546875,0.2413387894630432
100,-1351.220947265625,0.16969455778598785
200,-1323.230712890625,0.15510718524456024
300,-1295.4952392578125,0.15679191052913666
400,-1267.8074951171875,0.15371529757976532
500,-1240.40234375,0.15325307846069336
600,-1213.1383056640625,0.15112198889255524
700,-1185.99951171875,0.14831584692001343
800,-1158.9664306640625,0.15027500689029694
900,-1132.2398681640625,0.15408970415592194
1000,-1105.751220703125,0.15133064985275269
1100,-1079.4266357421875,0.15308070182800293
1200,-1053.3746337890625,0.15392425656318665
1300,-1027.53125,0.15553121268749237
1400,-1002.0486450195312,0.15766802430152893
1500,-976.8759765625,0.16033998131752014
1600,-951.9696655273438,0.16229777038097382
1700,-927.3698120117188,0.16249826550483704
1800,-903.1860961914062,0.16373805701732635
1900,-879.405517578125,0.16515305638313293
2000,-855.9932861328125,0.16732239723205566
