iter,train_elbo,valid_rmse
1,-165677.5625,0.5416820049285889
2,-165609.40625,0.5387751460075378
3,-165707.46875,0.5368601679801941
4,-165514.03125,0.5342583656311035
5,-165523.40625,0.5322339534759521
6,-165542.40625,0.5275701284408569
7,-165411.0625,0.5224905014038086
8,-165480.4375,0.518110454082489
9,-165355.4375,0.5153034329414368
10,-165322.09375,0.5131543278694153
