rank_best_elbo,run_dir,best_elbo,iter_at_best_elbo,last_elbo,delta_best_elbo_vs_best,test_rmse,valid_rmse,batch_size,n_mc_samples,use_sigmoid_output,n_iters,prior_stddev,likelihood_stddev,hidden_sizes,step_size,init_q_stddev,seed,elbo_column,history_csv
58,arch_100_iters_2000_bs_32_mc_100_lr_0p001_prior_3p0_lik_0p5_qstd_0p05_sigmoid_seed_101,-512.08447265625,2000,-512.08447265625,446.16138458251953,0.1359097808599472,0.21226926147937775,32,100,True,2000,3.0,0.5,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_32_mc_100_lr_0p001_prior_3p0_lik_0p5_qstd_0p05_sigmoid_seed_101/history.csv
59,arch_100_iters_2000_bs_128_mc_50_lr_0p001_prior_3p0_lik_0p5_qstd_0p05_sigmoid_seed_101,-512.114501953125,2000,-512.114501953125,446.19141387939453,0.1343400478363037,0.21429096162319183,128,50,True,2000,3.0,0.5,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_128_mc_50_lr_0p001_prior_3p0_lik_0p5_qstd_0p05_sigmoid_seed_101/history.csv
60,arch_100_iters_2000_bs_64_mc_50_lr_0p001_prior_3p0_lik_0p5_qstd_0p05_sigmoid_seed_101,-512.1266479492188,2000,-512.1266479492188,446.2035598754883,0.135240837931633,0.20919561386108398,64,50,True,2000,3.0,0.5,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_64_mc_50_lr_0p001_prior_3p0_lik_0p5_qstd_0p05_sigmoid_seed_101/history.csv
61,arch_100_iters_2000_bs_32_mc_50_lr_0p001_prior_3p0_lik_0p5_qstd_0p05_sigmoid_seed_101,-512.1492309570312,2000,-512.1492309570312,446.2261428833008,0.13565059006214142,0.20406030118465424,32,50,True,2000,3.0,0.5,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_32_mc_50_lr_0p001_prior_3p0_lik_0p5_qstd_0p05_sigmoid_seed_101/history.csv
62,arch_100_iters_2000_bs_128_mc_50_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101,-512.8484497070312,2000,-512.8484497070312,446.9253616333008,0.1347699761390686,0.1596311628818512,128,50,True,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_128_mc_50_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101/history.csv
63,arch_100_iters_2000_bs_64_mc_100_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101,-512.8864135742188,2000,-512.8864135742188,446.9633255004883,0.1345466822385788,0.16280733048915863,64,100,True,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_64_mc_100_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101/history.csv
64,arch_100_iters_2000_bs_64_mc_50_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101,-515.2869262695312,2000,-515.2869262695312,449.3638381958008,0.1344357132911682,0.16156291961669922,64,50,True,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_64_mc_50_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101/history.csv
65,arch_100_iters_2000_bs_32_mc_100_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101,-515.4135131835938,2000,-515.4135131835938,449.4904251098633,0.13457854092121124,0.16790956258773804,32,100,True,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_32_mc_100_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101/history.csv
66,arch_100_iters_2000_bs_32_mc_50_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101,-520.584228515625,2000,-520.584228515625,454.66114044189453,0.13488371670246124,0.16753411293029785,32,50,True,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_32_mc_50_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101/history.csv
67,arch_100_iters_2000_bs_128_mc_100_lr_0p001_prior_3p0_lik_0p05_qstd_0p05_sigmoid_seed_101,-523.70751953125,2000,-523.70751953125,457.78443145751953,0.13527703285217285,0.1519971340894699,128,100,True,2000,3.0,0.05,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_128_mc_100_lr_0p001_prior_3p0_lik_0p05_qstd_0p05_sigmoid_seed_101/history.csv
68,arch_100_iters_2000_bs_128_mc_50_lr_0p001_prior_3p0_lik_0p05_qstd_0p05_sigmoid_seed_101,-536.547119140625,2000,-536.547119140625,470.62403106689453,0.13472463190555573,0.15546473860740662,128,50,True,2000,3.0,0.05,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_128_mc_50_lr_0p001_prior_3p0_lik_0p05_qstd_0p05_sigmoid_seed_101/history.csv
69,arch_100_iters_2000_bs_64_mc_100_lr_0p001_prior_3p0_lik_0p05_qstd_0p05_sigmoid_seed_101,-537.2340698242188,2000,-537.2340698242188,471.3109817504883,0.13451425731182098,0.15668830275535583,64,100,True,2000,3.0,0.05,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_64_mc_100_lr_0p001_prior_3p0_lik_0p05_qstd_0p05_sigmoid_seed_101/history.csv
70,arch_100_iters_2000_bs_64_mc_50_lr_0p001_prior_3p0_lik_0p05_qstd_0p05_sigmoid_seed_101,-560.669189453125,2000,-560.669189453125,494.74610137939453,0.13472826778888702,0.15628282725811005,64,50,True,2000,3.0,0.05,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_64_mc_50_lr_0p001_prior_3p0_lik_0p05_qstd_0p05_sigmoid_seed_101/history.csv
71,arch_100_iters_2000_bs_32_mc_100_lr_0p001_prior_3p0_lik_0p05_qstd_0p05_sigmoid_seed_101,-561.9166870117188,2000,-561.9166870117188,495.9935989379883,0.13502752780914307,0.1592637151479721,32,100,True,2000,3.0,0.05,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_32_mc_100_lr_0p001_prior_3p0_lik_0p05_qstd_0p05_sigmoid_seed_101/history.csv
72,arch_100_iters_2000_bs_32_mc_50_lr_0p001_prior_3p0_lik_0p05_qstd_0p05_sigmoid_seed_101,-599.209716796875,2000,-599.209716796875,533.2866287231445,0.1352100521326065,0.1555250585079193,32,50,True,2000,3.0,0.05,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_32_mc_50_lr_0p001_prior_3p0_lik_0p05_qstd_0p05_sigmoid_seed_101/history.csv
73,arch_100_iters_2000_bs_128_mc_100_lr_0p001_prior_10p0_lik_0p2_qstd_0p05_sigmoid_seed_101,-855.2720947265625,2000,-855.2720947265625,789.349006652832,0.13503457605838776,0.15450777113437653,128,100,True,2000,10.0,0.2,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_128_mc_100_lr_0p001_prior_10p0_lik_0p2_qstd_0p05_sigmoid_seed_101/history.csv
74,arch_100_iters_2000_bs_64_mc_100_lr_0p001_prior_10p0_lik_0p2_qstd_0p05_sigmoid_seed_101,-855.3702392578125,2000,-855.3702392578125,789.447151184082,0.13483764231204987,0.1641114056110382,64,100,True,2000,10.0,0.2,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_64_mc_100_lr_0p001_prior_10p0_lik_0p2_qstd_0p05_sigmoid_seed_101/history.csv
75,arch_100_iters_2000_bs_128_mc_50_lr_0p001_prior_10p0_lik_0p2_qstd_0p05_sigmoid_seed_101,-855.3966064453125,2000,-855.3966064453125,789.473518371582,0.13448534905910492,0.15827225148677826,128,50,True,2000,10.0,0.2,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_128_mc_50_lr_0p001_prior_10p0_lik_0p2_qstd_0p05_sigmoid_seed_101/history.csv
76,arch_100_iters_2000_bs_32_mc_100_lr_0p001_prior_10p0_lik_0p2_qstd_0p05_sigmoid_seed_101,-855.5745849609375,2000,-855.5745849609375,789.651496887207,0.13482996821403503,0.16862750053405762,32,100,True,2000,10.0,0.2,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_32_mc_100_lr_0p001_prior_10p0_lik_0p2_qstd_0p05_sigmoid_seed_101/history.csv
77,arch_100_iters_2000_bs_64_mc_50_lr_0p001_prior_10p0_lik_0p2_qstd_0p05_sigmoid_seed_101,-855.5860595703125,2000,-855.5860595703125,789.662971496582,0.13495087623596191,0.1643059253692627,64,50,True,2000,10.0,0.2,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_64_mc_50_lr_0p001_prior_10p0_lik_0p2_qstd_0p05_sigmoid_seed_101/history.csv
78,arch_100_iters_2000_bs_128_mc_100_lr_0p001_prior_10p0_lik_0p1_qstd_0p05_sigmoid_seed_101,-855.6541137695312,2000,-855.6541137695312,789.7310256958008,0.13497087359428406,0.15196414291858673,128,100,True,2000,10.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_128_mc_100_lr_0p001_prior_10p0_lik_0p1_qstd_0p05_sigmoid_seed_101/history.csv
79,arch_100_iters_2000_bs_32_mc_50_lr_0p001_prior_10p0_lik_0p2_qstd_0p05_sigmoid_seed_101,-855.9932861328125,2000,-855.9932861328125,790.070198059082,0.13539277017116547,0.16732239723205566,32,50,True,2000,10.0,0.2,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_32_mc_50_lr_0p001_prior_10p0_lik_0p2_qstd_0p05_sigmoid_seed_101/history.csv
80,arch_100_iters_2000_bs_128_mc_100_lr_0p001_prior_10p0_lik_0p5_qstd_0p05_sigmoid_seed_101,-856.0471801757812,2000,-856.0471801757812,790.1240921020508,0.13555258512496948,0.1678163856267929,128,100,True,2000,10.0,0.5,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_128_mc_100_lr_0p001_prior_10p0_lik_0p5_qstd_0p05_sigmoid_seed_101/history.csv
81,arch_100_iters_2000_bs_64_mc_100_lr_0p001_prior_10p0_lik_0p5_qstd_0p05_sigmoid_seed_101,-856.0534057617188,2000,-856.0534057617188,790.1303176879883,0.13547201454639435,0.1742292046546936,64,100,True,2000,10.0,0.5,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_64_mc_100_lr_0p001_prior_10p0_lik_0p5_qstd_0p05_sigmoid_seed_101/history.csv
82,arch_100_iters_2000_bs_32_mc_100_lr_0p001_prior_10p0_lik_0p5_qstd_0p05_sigmoid_seed_101,-856.0673828125,2000,-856.0673828125,790.1442947387695,0.13541549444198608,0.17804758250713348,32,100,True,2000,10.0,0.5,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_32_mc_100_lr_0p001_prior_10p0_lik_0p5_qstd_0p05_sigmoid_seed_101/history.csv
83,arch_100_iters_2000_bs_128_mc_50_lr_0p001_prior_10p0_lik_0p5_qstd_0p05_sigmoid_seed_101,-856.098876953125,2000,-856.098876953125,790.1757888793945,0.1349838227033615,0.17046532034873962,128,50,True,2000,10.0,0.5,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_128_mc_50_lr_0p001_prior_10p0_lik_0p5_qstd_0p05_sigmoid_seed_101/history.csv
84,arch_100_iters_2000_bs_64_mc_50_lr_0p001_prior_10p0_lik_0p5_qstd_0p05_sigmoid_seed_101,-856.11083984375,2000,-856.11083984375,790.1877517700195,0.13456790149211884,0.1727086752653122,64,50,True,2000,10.0,0.5,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_64_mc_50_lr_0p001_prior_10p0_lik_0p5_qstd_0p05_sigmoid_seed_101/history.csv
85,arch_100_iters_2000_bs_32_mc_50_lr_0p001_prior_10p0_lik_0p5_qstd_0p05_sigmoid_seed_101,-856.13037109375,2000,-856.13037109375,790.2072830200195,0.13465481996536255,0.17628274857997894,32,50,True,2000,10.0,0.5,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_32_mc_50_lr_0p001_prior_10p0_lik_0p5_qstd_0p05_sigmoid_seed_101/history.csv
86,arch_100_iters_2000_bs_128_mc_50_lr_0p001_prior_10p0_lik_0p1_qstd_0p05_sigmoid_seed_101,-856.770751953125,2000,-856.770751953125,790.8476638793945,0.1346646100282669,0.15498118102550507,128,50,True,2000,10.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_128_mc_50_lr_0p001_prior_10p0_lik_0p1_qstd_0p05_sigmoid_seed_101/history.csv
87,arch_100_iters_2000_bs_64_mc_100_lr_0p001_prior_10p0_lik_0p1_qstd_0p05_sigmoid_seed_101,-856.83154296875,2000,-856.83154296875,790.9084548950195,0.1348421573638916,0.16073648631572723,64,100,True,2000,10.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_64_mc_100_lr_0p001_prior_10p0_lik_0p1_qstd_0p05_sigmoid_seed_101/history.csv
88,arch_100_iters_2000_bs_64_mc_50_lr_0p001_prior_10p0_lik_0p1_qstd_0p05_sigmoid_seed_101,-859.224365234375,2000,-859.224365234375,793.3012771606445,0.13481689989566803,0.16184315085411072,64,50,True,2000,10.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_64_mc_50_lr_0p001_prior_10p0_lik_0p1_qstd_0p05_sigmoid_seed_101/history.csv
89,arch_100_iters_2000_bs_32_mc_100_lr_0p001_prior_10p0_lik_0p1_qstd_0p05_sigmoid_seed_101,-859.3809204101562,2000,-859.3809204101562,793.4578323364258,0.1348700076341629,0.1675782948732376,32,100,True,2000,10.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_32_mc_100_lr_0p001_prior_10p0_lik_0p1_qstd_0p05_sigmoid_seed_101/history.csv
90,arch_100_iters_2000_bs_32_mc_50_lr_0p001_prior_10p0_lik_0p1_qstd_0p05_sigmoid_seed_101,-864.5659790039062,2000,-864.5659790039062,798.6428909301758,0.1353839933872223,0.1659690886735916,32,50,True,2000,10.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_32_mc_50_lr_0p001_prior_10p0_lik_0p1_qstd_0p05_sigmoid_seed_101/history.csv
91,arch_100_iters_2000_bs_128_mc_100_lr_0p001_prior_10p0_lik_0p05_qstd_0p05_sigmoid_seed_101,-867.7180786132812,2000,-867.7180786132812,801.7949905395508,0.13493837416172028,0.1522609442472458,128,100,True,2000,10.0,0.05,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_128_mc_100_lr_0p001_prior_10p0_lik_0p05_qstd_0p05_sigmoid_seed_101/history.csv
92,arch_100_iters_2000_bs_128_mc_50_lr_0p001_prior_10p0_lik_0p05_qstd_0p05_sigmoid_seed_101,-880.7005004882812,2000,-880.7005004882812,814.7774124145508,0.1350584477186203,0.15584827959537506,128,50,True,2000,10.0,0.05,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_128_mc_50_lr_0p001_prior_10p0_lik_0p05_qstd_0p05_sigmoid_seed_101/history.csv
93,arch_100_iters_2000_bs_64_mc_100_lr_0p001_prior_10p0_lik_0p05_qstd_0p05_sigmoid_seed_101,-881.4264526367188,2000,-881.4264526367188,815.5033645629883,0.13463684916496277,0.15649735927581787,64,100,True,2000,10.0,0.05,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_64_mc_100_lr_0p001_prior_10p0_lik_0p05_qstd_0p05_sigmoid_seed_101/history.csv
94,arch_100_iters_2000_bs_64_mc_50_lr_0p001_prior_10p0_lik_0p05_qstd_0p05_sigmoid_seed_101,-905.0404663085938,2000,-905.0404663085938,839.1173782348633,0.1345461755990982,0.15548595786094666,64,50,True,2000,10.0,0.05,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_64_mc_50_lr_0p001_prior_10p0_lik_0p05_qstd_0p05_sigmoid_seed_101/history.csv
95,arch_100_iters_2000_bs_32_mc_100_lr_0p001_prior_10p0_lik_0p05_qstd_0p05_sigmoid_seed_101,-906.3890991210938,2000,-906.3890991210938,840.4660110473633,0.13442561030387878,0.1612744778394699,32,100,True,2000,10.0,0.05,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_32_mc_100_lr_0p001_prior_10p0_lik_0p05_qstd_0p05_sigmoid_seed_101/history.csv
96,arch_100_iters_2000_bs_32_mc_50_lr_0p001_prior_10p0_lik_0p05_qstd_0p05_sigmoid_seed_101,-944.1393432617188,2000,-944.1393432617188,878.2162551879883,0.13509711623191833,0.1544603556394577,32,50,True,2000,10.0,0.05,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_32_mc_50_lr_0p001_prior_10p0_lik_0p05_qstd_0p05_sigmoid_seed_101/history.csv
97,arch_100_iters_2000_bs_128_mc_5_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101,-17096.685546875,2000,-17096.685546875,17030.76245880127,0.1359381228685379,0.20634175837039948,128,5,True,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_128_mc_5_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101/history.csv
98,arch_100_iters_2000_bs_128_mc_20_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101,-17097.46875,2000,-17097.46875,17031.54566192627,0.13526543974876404,0.22138150036334991,128,20,True,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_128_mc_20_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101/history.csv
99,arch_100_iters_2000_bs_128_mc_100_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_linearout_seed_101,-17104.44921875,2000,-17104.44921875,17038.52613067627,0.1376815289258957,0.25899288058280945,128,100,False,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_128_mc_100_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_linearout_seed_101/history.csv
100,arch_100_iters_2000_bs_128_mc_50_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_linearout_seed_101,-17112.951171875,2000,-17112.951171875,17047.02808380127,0.1385083645582199,0.23311375081539154,128,50,False,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_128_mc_50_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_linearout_seed_101/history.csv
101,arch_100_iters_2000_bs_128_mc_20_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_linearout_seed_101,-17135.59765625,2000,-17135.59765625,17069.67456817627,0.13927501440048218,0.23302790522575378,128,20,False,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_128_mc_20_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_linearout_seed_101/history.csv
102,arch_100_iters_2000_bs_128_mc_5_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_linearout_seed_101,-17271.802734375,2000,-17271.802734375,17205.87964630127,0.14189687371253967,0.21729347109794617,128,5,False,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_128_mc_5_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_linearout_seed_101/history.csv
103,arch_100_iters_2000_bs_64_mc_5_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101,-34192.921875,2000,-34192.921875,34126.99878692627,0.14089451730251312,0.22583937644958496,64,5,True,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_64_mc_5_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101/history.csv
104,arch_100_iters_2000_bs_64_mc_20_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101,-34195.02734375,2000,-34195.02734375,34129.10425567627,0.13964475691318512,0.24458308517932892,64,20,True,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_64_mc_20_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101/history.csv
105,arch_100_iters_2000_bs_64_mc_100_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_linearout_seed_101,-34201.6015625,2000,-34201.6015625,34135.67847442627,0.1391591876745224,0.27756401896476746,64,100,False,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_64_mc_100_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_linearout_seed_101/history.csv
106,arch_100_iters_2000_bs_64_mc_50_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_linearout_seed_101,-34211.859375,2000,-34211.859375,34145.93628692627,0.1418805867433548,0.24844864010810852,64,50,False,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_64_mc_50_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_linearout_seed_101/history.csv
107,arch_100_iters_2000_bs_64_mc_20_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_linearout_seed_101,-34234.83984375,2000,-34234.83984375,34168.91675567627,0.14141274988651276,0.25007009506225586,64,20,False,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_64_mc_20_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_linearout_seed_101/history.csv
108,arch_100_iters_2000_bs_64_mc_5_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_linearout_seed_101,-34376.87890625,2000,-34376.87890625,34310.95581817627,0.1450590193271637,0.223337784409523,64,5,False,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_64_mc_5_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_linearout_seed_101/history.csv
109,arch_100_iters_2000_bs_32_mc_5_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101,-68384.4296875,2000,-68384.4296875,68318.50659942627,0.1499418020248413,0.2598698139190674,32,5,True,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_32_mc_5_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101/history.csv
110,arch_100_iters_2000_bs_32_mc_20_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101,-68388.9765625,2000,-68388.9765625,68323.05347442627,0.15625610947608948,0.274204820394516,32,20,True,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_32_mc_20_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101/history.csv
111,arch_100_iters_2000_bs_32_mc_100_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_linearout_seed_101,-68395.84375,2000,-68395.84375,68329.92066192627,0.1406637728214264,0.33432942628860474,32,100,False,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_32_mc_100_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_linearout_seed_101/history.csv
112,arch_100_iters_2000_bs_32_mc_50_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_linearout_seed_101,-68409.953125,2000,-68409.953125,68344.03003692627,0.14240548014640808,0.2693096995353699,32,50,False,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_32_mc_50_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_linearout_seed_101/history.csv
113,arch_100_iters_2000_bs_32_mc_20_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_linearout_seed_101,-68434.328125,2000,-68434.328125,68368.40503692627,0.1434374302625656,0.26878464221954346,32,20,False,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_32_mc_20_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_linearout_seed_101/history.csv
114,arch_100_iters_2000_bs_32_mc_5_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_linearout_seed_101,-68587.015625,2000,-68587.015625,68521.09253692627,0.14672400057315826,0.24342918395996094,32,5,False,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_32_mc_5_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_linearout_seed_101/history.csv
115,arch_100_iters_2000_bs_16_mc_100_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101,-136761.03125,2000,-136761.03125,136695.10816192627,0.17711657285690308,0.30466312170028687,16,100,True,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_16_mc_100_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101/history.csv
116,arch_100_iters_2000_bs_16_mc_5_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101,-136761.40625,2000,-136761.40625,136695.48316192627,0.16021503508090973,0.2796899974346161,16,5,True,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_16_mc_5_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101/history.csv
117,arch_100_iters_2000_bs_16_mc_20_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101,-136772.015625,2000,-136772.015625,136706.09253692627,0.17109881341457367,0.2968241572380066,16,20,True,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_16_mc_20_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101/history.csv
118,arch_100_iters_2000_bs_16_mc_50_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101,-136774.90625,2000,-136774.90625,136708.98316192627,0.1733778864145279,0.3026401698589325,16,50,True,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_16_mc_50_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_sigmoid_seed_101/history.csv
119,arch_100_iters_2000_bs_16_mc_100_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_linearout_seed_101,-136782.84375,2000,-136782.84375,136716.92066192627,0.1447153091430664,0.3450268507003784,16,100,False,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_16_mc_100_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_linearout_seed_101/history.csv
120,arch_100_iters_2000_bs_16_mc_50_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_linearout_seed_101,-136804.84375,2000,-136804.84375,136738.92066192627,0.14618055522441864,0.29825559258461,16,50,False,2000,3.0,0.1,100,0.001,0.05,101,train_elbo,hvm/hparam_results/arch_100_iters_2000_bs_16_mc_50_lr_0p001_prior_3p0_lik_0p1_qstd_0p05_linearout_seed_101/history.csv
